,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
125,Armando Broja ,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,1,1.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
126,David Brooks ,Midfielder,9,,,5,100%,,3,2,1,1,,13,23,42,12,0,7,,0,0,153,17.00,0,24,25%,0,4,1,0,4,0,1,0,0,1,1,0.11,0,0,6,2,33%,0,,,,,,,,
127,Isaiah Brown ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
128,Josh Brownhill ,Midfielder,10,,,14,57%,,2,14,17,8,,43,48,36,7,20,18,,0,0,331,33.10,0,2,0%,0,10,2,0,6,0,0,0,0,0,0,0.00,0,0,6,0,0%,1,,,,,,,,
129,Bruno ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
130,Bruno Fernandes ,Midfielder,14,,,22,55%,,7,11,14,9,,67,54,72,15,3,11,,0,7,777,55.50,3,75,19%,8,46,2,0,9,2,8,0,8,0,3,0.57,4,1,44,18,41%,4,,,,,,,,
131,Bruno Jordão ,Midfielder,1,,,0,0%,,0,0,0,0,,2,0,0,0,0,0,,0,0,6,6.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
132,Kean Bryan ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
133,Emiliano Buendía ,Midfielder,36,,,82,48%,,13,23,24,10,,187,267,286,102,29,51,,2,7,"1,407",39.08,9,164,25%,17,90,6,1,36,2,1,0,0,1,0,0.03,0,0,40,11,28%,1,,,,,,,,
134,Marcin Bulka ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
135,Mark Bunn ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
136,Dan Burn ,Defender,34,9,42,67,63%,0,3,42,122,76,0,156,239,157,19,141,53,0,0,0,"1,569",46.15,2,51,20%,3,45,5,0,32,3,0,0,0,0,1,,,,,,,,,,,,,,,
137,Robbie Burton ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
138,Rocky Bushiri Kisonga ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
139,Matt Butcher ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
140,David Button ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
141,Oskar Buur ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
142,Jack Bycroft ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
143,Sam Byram ,Defender,17,3,23,40,55%,0,5,26,61,33,0,73,97,87,6,43,39,0,0,0,636,37.41,0,7,14%,0,15,4,0,16,1,0,0,0,0,1,,,,,,,,,,,,,,,
144,Willy Caballero ,Goalkeeper,5,1,7,,,,,,,,,,,,,,,0,0,0,147,29.40,,,,,31,0,0,0,,0,,,,,,,,,,,,10,0,1,1,0,2,17,28
145,Gary Cahill ,Defender,25,7,35,15,53%,0,8,18,111,56,0,98,115,77,4,87,52,0,0,1,"1,004",40.16,1,0,0%,0,73,1,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,
146,Jake Cain ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
147,Dominic Calvert-Lewin ,Forward,36,,,7,,,15,6,36,33,,,,,,,,,,1,553,15.36,1,19,,,,9,0,57,13,13,4,6,3,2,0.36,0,0,85,38,45%,17,,,,,,,,
148,Víctor Camarasa ,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
149,Brennan Camp ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
150,Leonardo Campana ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
151,Chem Campbell ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
152,Todd Cantwell ,Midfielder,37,,,51,61%,,13,18,28,6,,148,182,194,49,20,39,,1,2,"1,065",28.78,1,24,4%,3,30,6,0,33,3,6,0,5,1,0,0.16,0,0,42,16,38%,3,,,,,,,,
153,Etienne Capoue ,Midfielder,30,,,75,53%,,6,68,56,31,,219,186,165,23,49,19,,0,3,"1,434",47.80,4,23,39%,3,112,8,0,57,0,0,0,0,0,0,0.00,0,0,19,1,5%,0,,,,,,,,
154,Guido Carrillo ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
155,Tom Carroll ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
156,Samir Carruthers ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
157,Scott Carson ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
158,Cameron Carter-Vickers ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
159,Lewis Cass ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
160,Craig Cathcart ,Defender,29,8,37,41,63%,0,1,25,133,62,1,128,114,83,4,67,53,0,0,0,914,31.52,0,1,100%,1,66,7,0,13,0,0,0,0,0,0,,,,,,,,,,,,,,,
161,Dani Ceballos ,Midfielder,24,,,45,51%,,5,32,11,6,,153,116,125,27,9,25,,0,2,"1,251",52.13,1,70,13%,6,76,1,0,19,0,0,0,0,0,0,0.00,0,0,13,3,23%,0,,,,,,,,
162,Petr Cech ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
163,Cédric Soares ,Defender,21,3,20,53,60%,0,3,22,45,18,0,69,83,73,6,20,29,0,0,1,593,28.24,0,72,21%,1,29,1,0,16,0,1,0,0,1,0,,,,,,,,,,,,,,,
164,Trevoh Chalobah ,Defender,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
165,Calum Chambers ,Defender,14,3,15,26,38%,0,4,16,41,25,0,69,77,69,11,37,31,0,0,1,796,56.86,4,34,12%,0,35,5,0,18,0,1,0,1,0,0,,,,,,,,,,,,,,,
166,James Chester ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
167,Chicharito ,Forward,2,,,0,,,0,1,0,0,,,,,,,,,,0,20,10.00,0,0,,,,0,0,0,2,1,0,1,0,0,0.50,0,0,3,2,67%,1,,,,,,,,
168,Ben Chilwell ,Defender,27,9,26,43,60%,0,3,28,54,26,0,161,147,148,19,56,38,0,0,3,"1,654",61.26,5,103,18%,3,54,3,0,29,1,3,0,1,2,1,,,,,,,,,,,,,,,
169,Pedro Chirivella ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
170,Tahith Chong ,Midfielder,3,,,0,,,0,0,0,0,,,,,,,,,,0,14,4.67,0,0,,,,0,0,2,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
171,Hamza Choudhury ,Midfielder,20,,,17,47%,,3,24,12,5,,51,39,54,3,12,10,,0,1,496,24.80,0,4,0%,0,19,2,1,12,0,1,0,1,0,0,0.05,0,0,7,2,29%,0,,,,,,,,
172,Andreas Christensen ,Defender,21,3,33,38,55%,0,1,29,56,33,0,107,120,73,4,69,51,0,0,0,"1,307",62.24,2,0,0%,2,52,5,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,
173,Isaac Christie-Davies ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
174,Dennis Cirkin ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
175,Mitchell Clark ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
176,Matthew Clarke ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
177,Jake Clarke-Salter ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
178,Leighton Clarkson ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
179,Jordy Clasie ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
180,Thomas Clayton ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
181,Tom Cleverley ,Midfielder,18,,,28,54%,,7,10,15,4,,51,54,61,7,9,12,,0,0,430,23.89,0,29,21%,0,16,2,0,16,0,1,0,1,0,0,0.06,0,0,17,5,29%,2,,,,,,,,
182,Nathaniel Clyne ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
183,Conor Coady ,Defender,38,13,40,36,64%,3,0,28,117,65,0,244,80,56,4,33,24,0,2,0,"1,849",48.66,1,0,0%,4,286,5,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,
184,Alex Cochrane ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
185,Jack Colback ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
186,Séamus Coleman ,Defender,27,5,28,42,74%,0,2,24,36,20,0,118,128,78,38,29,20,0,1,1,824,30.52,2,43,7%,0,33,3,1,19,1,0,0,0,0,0,,,,,,,,,,,,,,,
187,Will Collar ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
188,Aaron Connolly ,Forward,24,,,7,,,13,0,3,2,,,,,,,,,,1,146,6.08,1,9,,,,0,0,16,14,3,0,3,0,0,0.13,0,0,38,14,37%,5,,,,,,,,
189,Theo Corbeanu ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
190,Jack Cork ,Midfielder,30,,,35,69%,,8,28,45,24,,171,140,195,26,56,69,,0,0,923,30.77,2,6,17%,2,48,1,0,33,1,0,0,0,0,0,0.00,0,0,18,6,33%,1,,,,,,,,
191,Paul Coutts ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
192,Conor Coventry ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
193,Martin Cranie ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
194,Aaron Cresswell ,Defender,31,5,51,43,60%,0,3,35,59,30,1,172,116,111,11,45,40,0,0,0,"1,251",40.35,4,127,20%,0,67,7,0,16,2,3,0,1,2,0,,,,,,,,,,,,,,,
195,Kane Crichlow ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
196,Andrew Crofts ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
197,Peter Crouch ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
198,Cuco Martina ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
199,Josh Cullen ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
200,Jamie Cumming ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
201,Luke Cundle ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
202,Patrick Cutrone ,Forward,12,,,4,,,3,2,1,1,,,,,,,,,,0,59,4.92,1,6,,,,0,0,5,4,2,0,1,1,0,0.17,0,0,11,4,36%,2,,,,,,,,
203,Renat Dadashov ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
204,Pontus Dahlberg ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
205,Sam Dalby ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
206,Vontae Daley-Campbell ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
207,James Daly ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
208,Daniel Podence ,Midfielder,9,,,3,100%,,4,2,1,0,,12,19,21,7,0,6,,0,0,95,10.56,2,5,20%,1,3,0,0,5,3,1,1,0,0,0,0.11,0,0,10,3,30%,0,,,,,,,,
209,Charlie Daniels ,Defender,2,0,2,1,100%,0,0,1,4,4,0,11,3,2,0,2,0,0,0,0,37,18.50,0,5,40%,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
210,Danilo ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
211,Arnaut Danjuma Groeneveld ,Forward,14,,,4,,,2,8,3,1,,,,,,,,,,0,221,15.79,0,9,,,,0,0,0,6,0,0,0,0,1,0.00,0,0,13,4,31%,2,,,,,,,,
212,Scott Dann ,Defender,16,5,14,8,50%,0,2,14,64,29,0,73,52,44,5,39,32,0,0,1,582,36.38,0,2,50%,0,37,0,0,5,0,0,0,0,0,1,,,,,,,,,,,,,,,
213,Kevin Danso ,Defender,6,1,8,6,67%,0,0,2,7,3,0,13,18,24,3,7,12,0,0,1,131,21.83,0,4,0%,0,4,0,1,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
214,Karl Darlow ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
215,Matteo Darmian ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
216,David Luiz ,Defender,33,8,38,28,57%,0,4,32,126,76,0,128,98,90,5,52,42,0,2,1,"1,799",54.52,2,5,60%,12,161,5,2,30,1,2,1,1,0,0,,,,,,,,,,,,,,,
217,Archie Davies ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
218,Keinan Davis ,Forward,18,,,1,,,2,0,3,2,,,,,,,,,,0,136,7.56,0,2,,,,0,0,12,3,0,0,0,0,0,0.00,0,0,17,5,29%,3,,,,,,,,
219,Craig Dawson ,Defender,29,4,49,29,62%,1,8,34,111,69,1,123,144,90,3,102,46,0,0,0,937,32.31,0,4,25%,1,86,6,0,31,0,2,1,1,0,1,,,,,,,,,,,,,,,
220,Jonathan De Bie ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
221,Kevin De Bruyne ,Midfielder,35,,,45,53%,,29,18,23,14,,136,138,153,48,17,17,,0,20,"1,907",54.49,33,304,25%,32,121,3,0,26,3,13,0,11,2,6,0.37,2,1,99,31,31%,3,,,,,,,,
222,David de Gea ,Goalkeeper,38,13,36,,,,,,,,,,,,,,,0,3,0,786,20.68,,,,,96,2,0,0,,0,,,,,,,,,,,,96,0,9,9,11,3,153,268
223,Troy Deeney ,Forward,27,,,19,,,13,11,26,17,,,,,,,,,,2,709,26.26,8,10,,,,3,0,37,12,10,1,7,2,0,0.37,5,0,45,23,51%,9,,,,,,,,
224,Jermain Defoe ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
225,Steven Defour ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
226,Fabian Delph ,Midfielder,16,,,26,46%,,3,15,16,9,,94,69,51,21,15,9,,1,0,781,48.81,0,8,63%,1,58,3,1,18,0,0,0,0,0,0,0.00,0,0,3,0,0%,0,,,,,,,,
227,Mousa Dembélé ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
228,Jason Denayer ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
229,Leander Dendoncker ,Midfielder,38,,,68,46%,,5,38,61,42,,152,187,167,16,96,84,,1,0,"1,323",34.82,1,8,38%,0,66,5,0,31,0,4,1,2,1,0,0.11,0,0,20,5,25%,1,,,,,,,,
230,William Dennis ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
231,Gerard Deulofeu ,Forward,28,,,33,,,21,25,5,0,,,,,,,,,,5,721,25.75,5,96,,,,3,0,27,18,4,0,3,1,5,0.14,1,0,64,21,33%,5,,,,,,,,
232,Kiernan Dewsbury-Hall ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
233,Fousseni Diabaté ,Forward,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
234,Mohamed Diamé ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
235,Grady Diangana ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
236,Brahim Díaz ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
237,Eric Dier ,Midfielder,19,,,21,57%,,0,21,61,37,,59,95,75,4,66,42,,0,2,914,48.11,0,3,0%,3,47,5,0,19,1,0,0,0,0,1,0.00,0,0,8,1,13%,2,,,,,,,,
238,Lucas Digne ,Defender,35,7,49,73,67%,0,15,42,93,47,0,182,237,167,23,114,53,1,0,7,"1,374",39.26,8,270,27%,2,64,6,0,43,3,0,0,0,0,1,,,,,,,,,,,,,,,
239,Diogo Dalot ,Defender,4,0,1,3,67%,0,0,2,1,1,0,5,6,7,0,3,1,0,0,0,51,12.75,0,3,0%,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
240,Diogo Jota ,Forward,34,,,28,,,23,9,9,5,,,,,,,,,,1,840,24.71,3,38,,,,4,0,42,3,7,0,4,3,1,0.21,0,0,69,26,38%,12,,,,,,,,
241,Alpha Richard Dionkou ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
242,Issa Diop ,Defender,32,4,54,27,56%,1,1,47,164,84,0,145,122,84,5,79,40,0,1,1,974,30.44,3,1,0%,0,49,8,0,31,1,3,2,1,0,0,,,,,,,,,,,,,,,
243,Elijah Dixon-Bonner ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
244,Moussa Djenepo ,Midfielder,18,,,27,78%,,3,9,9,3,,48,104,92,44,3,16,,0,2,239,13.28,3,21,19%,1,5,4,1,23,3,2,0,2,0,0,0.11,0,0,20,8,40%,3,,,,,,,,
245,Mihai-Alexandru Dobre ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
246,Matt Doherty ,Defender,36,12,31,55,53%,1,9,40,47,30,0,160,233,169,28,133,97,0,0,3,"1,476",41.00,2,45,16%,1,47,1,0,28,3,4,1,0,3,1,,,,,,,,,,,,,,,
247,Domingos Quina ,Midfielder,4,,,2,0%,,0,0,0,0,,4,4,6,1,0,2,,0,0,10,2.50,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,0.00,0,0,1,1,100%,0,,,,,,,,
248,Abdoulaye Doucouré ,Midfielder,37,,,64,47%,,20,31,31,11,,270,174,206,40,55,57,,0,2,"1,678",45.35,6,29,17%,0,41,9,0,51,6,4,0,4,0,1,0.11,0,0,61,12,20%,4,,,,,,,,
249,Douglas Luiz ,Midfielder,36,,,46,52%,,16,36,47,18,,205,147,162,35,30,36,,1,2,"1,208",33.56,3,24,25%,4,92,8,0,51,0,3,0,2,1,0,0.08,0,0,38,12,32%,2,,,,,,,,
250,Kieran Dowell ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
251,Tommy Doyle ,Midfielder,1,,,0,0%,,0,0,0,0,,1,1,1,0,0,0,,0,0,20,20.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,1,1,100%,0,,,,,,,,
